,Unnamed: 0_x_x,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,DRONE,NO_DRONE,SUSPECTED_DRONE,AlviraTracksTrack_Score,AlviraTracksTrack_Reflection,LABEL,datetime(utc),Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_y_x,total in seconds,channels,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracksTrack_id,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,Arcus_OperationalState_NaN,Arcus_OperationalState_Idle,Arcus_OperationalState_Operational,Arcus_Classification_NaN,Arcus_Classification_UNKNOWN,Arcus_Classification_VEHICLE,Arcus_Classification_OTHER,Arcus_Classification_DRONE,Arcus_Classification_SUSPECTED_DRONE,Arcus_Classification_HELICOPTER,Arcus_Alarm_NaN,Arcus_Alarm_FALSE,Arcus_Alarm_TRUE,Unnamed: 0_x_y,total in seconds_x,Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_score,channels_x,DianaTarget_Aircraft,DianaTarget_Controller,DianaTarget_None,DianaClasssification_Unknown,DianaClasssification_DJI-MAVIC-PRO-PLATINUM,DianaClasssification_Wifi-Bluetooth,DianaClasssification_DJI-MAVIC-2-PRO,DianaClasssification_DJI-Phantom-4F,DianaClasssification_Parrot-ANAFI,DianaClasssification_DJI-Phantom-4E,DianaClasssification_SPEKTRUM-DX5e,DianaClasssification_SYMA-X8HW,DianaClasssification_DJI-MAVIC-AIR,DianaClasssification_None,DianaClasssification_VISUO-Zen,Unnamed: 0_y_y,total in seconds_y,channels_y,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_RadioId,VenusTrigger_Frequency,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation,DJI OcuSync,DJI Mavic Mini,Cheerson Leopard 2,DJI Mavic Pro long,nan,DJI Mavic Pro short,Hubsan,Futaba FASST-7CH Var. 1,"AscTec Falcon 8 Downlink, DJI Mavic Mini",DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,"DJI Mavic Mini, MJX R/C Technic",Udi R/C 818A,MJX R/C Technic,TT Robotix Ghost,Udi R/C,"DJI Mini, DJI Phantom 4 Pro/Mavic Pro, DJI Phantom 4/Mavic Pro","DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",Spektrum DSMX downlink,Spektrum DSMX 12CH uplink,MJX X901,"DJI Mavic Pro long, DJI Phantom 4/Mavic Pro,DJI Phantom/Mavic Pro",AscTec Falcon 8 Downlink,VenusName NaN,ISM 2.4 GHz,ISM 5.8 GHz,FreqBand_Null,Unnamed: 0,latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
119,356.000000,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1.000000,2020-09-29 12:18:28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,348.000000,1601381908.000000,0.000000,1.000000,FHSS,206.000000,2440000000.000000,1601370481734079.000000,1601392409963129.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4523,51.519937,5.859521,39.900000,0.000000,4.360000,117.350000,40.100000,40.100000,17.280000,991.140000,452288,2020-09-29 14:18:28.936,18,0,0,11.803000,51.519506,5.857977,-2.300000,-3.700000,0.000000,-3.700000,7.400000,154.100000,0,1,0,71,100,-7048,2641,11803,3051.500000,8,WP,1,0,0,0,0,0,0,1601381908935,3893,3892,3881,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,37.000000,74.000000,1541.000000,-87.000000,0.000000,1564.000000,14,399.000000,43.570000,1173.540000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:19:46,8.000000,128.000000,128.000000,1601381986.000000,0.000000,77.727273,-9.188790,116.929810,7.931891,-44.282080,0.000000,51.521604,5.865967,46.057622,126.175459,-2.307515,5.641657,-13.210907,0.162871,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.363636,0.545455,0.090909,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,388.000000,1601381986.000000,738063.600000,51.519137,5.857951,31.000000,3.000000,0.000000,27.046786,60.664635,79.000000,0.300000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,458.000000,1601381986.000000,0.000000,1.000000,0,281474977710660.000000,2449500000.000000,1601392161270569.000000,1601392489901194.000000,228.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5303,51.518312,5.855177,39.900000,0.000000,4.490000,235.460000,40.100000,40.100000,17.280000,991.140000,530277,2020-09-29 14:19:46.925,18,0,0,11.761000,51.519506,5.857977,-2.400000,-3.800000,0.000000,3.700000,9.600000,121.700000,0,1,0,67,100,-6808,2479,11761,3061.500000,8,WP,1,0,0,0,0,0,0,1601381986924,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-37.000000,96.000000,1217.000000,-87.000000,0.000000,1225.000000,14,399.000000,44.940000,2354.620000,-24.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
23,104.000000,51.521094,5.859400,10.573241,278.492767,0.000000,11.761263,0.000000,1.000000,0.000000,0.995921,40.116391,1.000000,2020-09-29 12:13:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86.000000,1601381591.000000,0.000000,1.000000,0,281474977710659.000000,2410500000.000000,1601391914335300.000000,1601392095335376.000000,48.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1353,51.519518,5.857974,38.100000,0.000000,1.600000,1.310000,38.100000,38.100000,3.800000,1.380000,135279,2020-09-29 14:13:11.926,18,0,0,12.162000,51.519506,5.857977,0.000000,0.000000,-1.600000,-0.900000,0.300000,-145.900000,0,1,0,91,100,-9720,3380,12162,2981.500000,8,WP,1,0,0,0,0,0,0,1601381591926,3975,3970,3970,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,9.000000,3.000000,-1459.000000,0.000000,0.000000,-1459.000000,14,381.000000,16.000000,13.060000,0.000000,0.000000,-16.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
239,407.000000,51.518698,5.855804,38.216272,238.079056,0.000000,4.294687,0.000000,1.000000,0.000000,0.999362,14.705244,1.000000,2020-09-29 12:19:34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,379.000000,1601381974.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000.000000,26.929851,58.760029,80.000000,0.409915,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,437.000000,1601381974.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392475565539.000000,228.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5183,51.518563,5.855844,39.900000,0.000000,4.340000,181.540000,40.100000,40.100000,17.280000,991.140000,518283,2020-09-29 14:19:34.930,18,0,0,11.571000,51.519506,5.857977,-2.100000,-3.800000,0.000000,-1.100000,12.700000,127.200000,0,1,0,68,100,-7972,2506,11571,3061.500000,8,WP,1,0,0,0,0,0,0,1601381974930,3862,3861,3850,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,11.000000,127.000000,1272.000000,-87.000000,0.000000,1283.000000,14,399.000000,43.420000,1815.430000,-21.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
144,380.000000,51.519346,5.857810,26.203412,247.706680,0.000000,5.541720,0.000000,1.000000,0.000000,0.737846,0.213543,1.000000,2020-09-29 12:18:58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,349.000000,1601381938.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.010625,26.712069,141.000000,0.275804,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,383.000000,1601381938.000000,0.000000,1.000000,0,281474977710660.000000,2449500000.000000,1601392161270569.000000,1601392442171508.000000,74.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4823,51.519311,5.857850,40.000000,0.000000,4.330000,23.510000,40.100000,40.100000,17.280000,991.140000,482272,2020-09-29 14:18:58.920,18,0,0,11.698000,51.519506,5.857977,-2.400000,-3.600000,0.000000,0.700000,9.900000,141.800000,0,1,0,70,100,-7592,2581,11698,3061.500000,8,WP,1,0,0,0,0,0,0,1601381938919,3874,3873,3861,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-7.000000,99.000000,1418.000000,-87.000000,0.000000,1436.000000,14,400.000000,43.270000,235.060000,-24.000000,-36.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
253,414.000000,51.518559,5.855335,41.292156,241.707977,0.000000,4.555446,1.000000,0.000000,0.000000,0.999832,16.064353,1.000000,2020-09-29 12:19:41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,448.000000,1601381981.000000,0.000000,0.000000,FHSS,210.000000,2440000000.000000,1601391964946692.000000,1601392482580894.000000,226.400000,15.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5253,51.518415,5.855455,39.900000,0.000000,4.300000,213.020000,40.100000,40.100000,17.280000,991.140000,525271,2020-09-29 14:19:41.919,18,0,0,11.761000,51.519506,5.857977,-2.200000,-3.700000,0.000000,3.200000,10.900000,124.400000,0,1,0,67,100,-7606,2487,11761,3061.500000,8,WP,1,0,0,0,0,0,0,1601381981918,3859,3860,3848,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-32.000000,109.000000,1244.000000,-87.000000,0.000000,1250.000000,14,399.000000,43.050000,2130.250000,-22.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
56,330.000000,51.520552,5.861544,25.889829,244.706070,0.000000,4.565106,1.000000,0.000000,0.000000,0.999996,25.069180,1.000000,2020-09-29 12:17:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,296.000000,1601381874.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.827028,82.718319,287.000000,0.233333,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4183,51.520643,5.861416,39.900000,0.000000,4.360000,270.120000,40.100000,40.100000,17.280000,991.140000,418291,2020-09-29 14:17:54.938,18,0,0,11.909000,51.519506,5.857977,-2.300000,-3.700000,0.000000,-2.200000,7.300000,169.200000,0,1,0,73,100,-7692,2728,11909,3041.500000,8,WP,1,0,0,0,0,0,0,1601381874938,3907,3907,3898,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,22.000000,73.000000,1692.000000,-87.000000,0.000000,1710.000000,14,399.000000,43.570000,2701.190000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2020-09-29 12:18:55,0.000000,3.000000,3.000000,1601381935.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.520323,5.864869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.360213,0.838656,4.285714,-22.231090,0.000000,0.560999,0.336599,0.000000,0.857143,0.142857,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,379.000000,1601381935.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392436915853.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4793,51.519375,5.858017,40.000000,0.000000,4.300000,14.830000,40.100000,40.100000,17.280000,991.140000,479285,2020-09-29 14:18:55.933,18,0,0,11.656000,51.519506,5.857977,-2.200000,-3.700000,0.000000,-3.400000,10.900000,142.900000,0,1,0,70,100,-7606,2585,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601381935932,3874,3873,3861,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,34.000000,109.000000,1429.000000,-87.000000,0.000000,1450.000000,14,400.000000,43.050000,148.300000,-22.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
267,422.000000,51.518344,5.854781,45.381473,241.003235,0.000000,4.399767,1.000000,0.000000,0.000000,0.999969,17.751829,1.000000,2020-09-29 12:19:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,461.000000,1601381992.000000,0.000000,1.000000,FHSS,209.000000,2440000000.000000,1601391908794885.000000,1601392489825545.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5363,51.518187,5.854840,39.800000,0.000000,4.300000,262.630000,40.100000,40.100000,17.280000,991.140000,536282,2020-09-29 14:19:52.929,18,0,0,11.719000,51.519506,5.857977,-2.200000,-3.700000,0.000000,1.900000,9.000000,119.300000,0,1,0,67,100,-6582,2466,11719,3061.500000,8,WP,1,0,0,0,0,0,0,1601381992929,3860,3860,3849,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-19.000000,90.000000,1193.000000,-87.000000,0.000000,1202.000000,14,398.000000,43.050000,2626.250000,-22.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
270,425.000000,51.518266,5.854561,46.956654,240.747375,0.000000,4.464751,1.000000,0.000000,0.000000,0.999984,18.388432,1.000000,2020-09-29 12:19:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,468.000000,1601381996.000000,0.000000,1.000000,FHSS,211.000000,2440000000.000000,1601391914062667.000000,1601392496773600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5403,51.518105,5.854619,40.000000,0.000000,4.440000,280.470000,40.100000,40.100000,17.280000,991.140000,540286,2020-09-29 14:19:56.933,18,0,0,11.656000,51.519506,5.857977,-2.300000,-3.800000,0.000000,3.400000,10.500000,118.100000,0,1,0,66,100,-7070,2460,11656,3061.500000,8,WP,1,0,0,0,0,0,0,1601381996933,3860,3860,3849,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,-34.000000,105.000000,1181.000000,-87.000000,0.000000,1190.000000,14,400.000000,44.420000,2804.700000,-23.000000,-38.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
105,351.000000,51.520021,5.859955,20.981287,245.530502,0.000000,4.079803,0.000000,1.000000,0.000000,0.979408,24.096163,1.000000,2020-09-29 12:18:22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,340.000000,1601381902.000000,0.000000,1.000000,FHSS,211.000000,2440000000.000000,1601391914062667.000000,1601392403409720.000000,55.600000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4463,51.520062,5.859856,39.900000,0.000000,4.360000,144.310000,40.100000,40.100000,17.280000,991.140000,446273,2020-09-29 14:18:22.920,18,0,0,11.782000,51.519506,5.857977,-2.300000,-3.700000,0.000000,-2.400000,7.300000,157.600000,0,1,0,72,100,-6572,2658,11782,3051.500000,8,WP,1,0,0,0,0,0,0,1601381902920,3899,3899,3889,0,0,0,13,0,0,0,0,0,0.000000,0,0,0,24.000000,73.000000,1576.000000,-87.000000,0.000000,1592.000000,14,399.000000,43.570000,1443.090000,-23.000000,-37.000000,0.000000,0,0.000000,0.000000,100,100,0,1,0,0,0,1,0,0,0,0,0,0.000000,0.000000,0
